"Petition","URL","State","Signatures Count"
"Call a national enquiry into organised gang rape of British girls in UK cities.","https://petition.parliament.uk/petitions/713663","rejected",9
"Commit to ensuring that state pension entitlement will never be means tested.","https://petition.parliament.uk/petitions/713669","rejected",9
"Extend the 2007 workplace smoking ban and 2015 car smoking ban to include vapes","https://petition.parliament.uk/petitions/713673","open",70
"Remove sanctions against Russia if ceasefire deal agreed with Ukraine","https://petition.parliament.uk/petitions/713677","open",27
"Police occupy hong kong to murder hk girl and all animal.Amen.","https://petition.parliament.uk/petitions/713682","rejected",10
"A national inquiry into UK grooming gangs, cover-ups, and systemic failings.","https://petition.parliament.uk/petitions/713692","rejected",6
"Request that all local elections go ahead as planned in May 2025","https://petition.parliament.uk/petitions/713702","rejected",9
"Set a legal workplace minimum and maximum work place temperature.","https://petition.parliament.uk/petitions/713711","rejected",21
"A national inquiry into the failings of public services in the grooming scandal","https://petition.parliament.uk/petitions/713713","rejected",8
"Increase funding for people with Parkinson’s and implement the ""Parky Charter""","https://petition.parliament.uk/petitions/713714","open",26643
"Make aggressive social media auditing a criminal offence","https://petition.parliament.uk/petitions/713717","open",166
"Demand UK Government doesn't abandon Vauxhall Luton.","https://petition.parliament.uk/petitions/713726","rejected",13
"Pass an act for tartan woven in the Highlands, similar to Harris Tweed Act 1993","https://petition.parliament.uk/petitions/713728","rejected",12
"Complete a full national inquiry into the mostly Pakistani rape gangs.","https://petition.parliament.uk/petitions/713729","rejected",9
"Require drug testing for employees in certain roles","https://petition.parliament.uk/petitions/713730","open",38
"Ensure that Local Elections continue to be held by the end of a regular term.","https://petition.parliament.uk/petitions/713731","rejected",18
"Petition to Ensure UK Council Elections are Held Regardless of Any Changes","https://petition.parliament.uk/petitions/713744","rejected",10
"Start a full investigation into child grooming gangs(rape gangs)","https://petition.parliament.uk/petitions/713772","rejected",6
"Ensure that all council elections scheduled for 2025 go ahead.","https://petition.parliament.uk/petitions/713776","rejected",12
"Require full coverage of 6 Nations Rugby be offered to free-to-air broadcasters","https://petition.parliament.uk/petitions/713780","rejected",6
"Require councils to give everyone a month off of paying council tax","https://petition.parliament.uk/petitions/713786","open",399
"Ban Greyhound Racing","https://petition.parliament.uk/petitions/713790","rejected",6
"Reintroduce the dog licence for dog owners","https://petition.parliament.uk/petitions/713793","open",116
"Stop the cancelling of elections unless a national emergency.","https://petition.parliament.uk/petitions/713794","rejected",15
"Launch an inquiry into grooming gangs in the U.K","https://petition.parliament.uk/petitions/713797","rejected",9
"Ensure plurality of political coverage across UK broadcast media at all times","https://petition.parliament.uk/petitions/713798","open",426
"Please consider regulation and limiting of private social media companies.","https://petition.parliament.uk/petitions/713800","rejected",7
"Provide free parking for all hospital staff in UK hospitals.","https://petition.parliament.uk/petitions/713807","rejected",6
"Stop the Government using general tax to fund the BBC","https://petition.parliament.uk/petitions/713809","rejected",18
"Parliament to approve nominations of non-career diplomat positions ","https://petition.parliament.uk/petitions/713813","open",80
"If you're taxed as an individual, you should receive benefits as an individual","https://petition.parliament.uk/petitions/713818","rejected",9
"Make Diversity Hiring Illegal—End Racial Discrimination in Employment","https://petition.parliament.uk/petitions/713821","rejected",6
"Provide food & drink to carers who are in hospital with the person they care for","https://petition.parliament.uk/petitions/713826","rejected",6
"A FULL disclosure of the facts regarding child abuse rings across the UK.","https://petition.parliament.uk/petitions/713829","rejected",13
"Full National Public Enquiry into the (National) Rape Grooming Gangs.","https://petition.parliament.uk/petitions/713837","rejected",6
"No to delay in local elections.
We demand local elections are held has normal.","https://petition.parliament.uk/petitions/713841","rejected",6
"Call on the UK government to hold a referendum to bring back the death penalty.","https://petition.parliament.uk/petitions/713847","rejected",7
"Reduce the time required to qualify for Cold Weather Payments","https://petition.parliament.uk/petitions/713852","open",34
"Seek greater cooperation with Canada, New Zealand and Australia.","https://petition.parliament.uk/petitions/713857","rejected",6
"Have a national inquiry into the authorities handling of Asian grooming gangs.","https://petition.parliament.uk/petitions/713863","rejected",7
"Incorporate the UNCRDP into domestic law and appoint a Secretary of State","https://petition.parliament.uk/petitions/713868","open",584
"We demand a full independent inquiry into the Pakistani rape gangs","https://petition.parliament.uk/petitions/713875","rejected",6
"Ban artificial intelligence-produced imagery and art from being copyrighted","https://petition.parliament.uk/petitions/713888","open",901
"Need Change the salary threshold for sponsorship","https://petition.parliament.uk/petitions/713889","rejected",6
"All social workers to wear body cameras on visits","https://petition.parliament.uk/petitions/713893","rejected",8
"Ban single use plastics.","https://petition.parliament.uk/petitions/713895","rejected",13
"Begin an enquiry into the PGMOL and all professional Premier League officials.","https://petition.parliament.uk/petitions/713904","rejected",21
"Change law about car drivers. 

Driving with due care and attention","https://petition.parliament.uk/petitions/713906","rejected",21
"Implement an ""HSE Owned Legal Register for Electricians""","https://petition.parliament.uk/petitions/713910","open",1707
"Fund improvements for victims reporting rape","https://petition.parliament.uk/petitions/713920","open",44
"Introduce measures to hold social media platforms to account for tackling scams","https://petition.parliament.uk/petitions/713921","open",41
"Require social platforms let users change algorithms after baby loss/miscarriage","https://petition.parliament.uk/petitions/713924","open",368
"Provide more funding & support for mental health services that's fit for purpose","https://petition.parliament.uk/petitions/713928","rejected",21
"Make Accents a Protected Characteristic under the Equality Act 2010","https://petition.parliament.uk/petitions/713933","open",16
"End Lethal Dose Animal Tests and urgently phase out all animal testing","https://petition.parliament.uk/petitions/713934","rejected",6
"Debate on UN Report on Extreme Poverty and Human Rights in the UK","https://petition.parliament.uk/petitions/713936","rejected",14
"Change the law on Catapults","https://petition.parliament.uk/petitions/713940","rejected",8
"Deport and freeze assets of rapists/sex offenders with dual nationality.","https://petition.parliament.uk/petitions/713942","rejected",7
"Full unlimited independent nationwide enquiry into child grooming gangs in uk","https://petition.parliament.uk/petitions/713945","rejected",19
"Stop party leaders removing the whip when MPs vote in Parliament.","https://petition.parliament.uk/petitions/713950","rejected",7
"Petition to Prohibit Serving Halal Meat to Non-Muslims Without Prior Consent.","https://petition.parliament.uk/petitions/713953","rejected",8
"Open an inquiry into the historic systematic sexual abuse and grooming of girls.","https://petition.parliament.uk/petitions/713958","rejected",8
"Make it easier for year 10+  students to be able to get work experience","https://petition.parliament.uk/petitions/713961","rejected",15
"We need the ruling party to fall, lest he continue to harm the UK","https://petition.parliament.uk/petitions/713963","rejected",9
"Require schools to allow students to use their phones at break and lunch","https://petition.parliament.uk/petitions/713966","open",40
"Fund a nationwide app for parking","https://petition.parliament.uk/petitions/713975","open",34
"Allow country to remove their elected government when they fail to deliver.","https://petition.parliament.uk/petitions/713976","rejected",9
"People from Abroad Must Sign a Contract for Citizenship which Lasts 10 Years.","https://petition.parliament.uk/petitions/713977","rejected",7
"Death penalty for child rapist and life imprisonment for anyone who's complicit","https://petition.parliament.uk/petitions/713982","rejected",12
"Reintroduce the death penalty for the most serious crimes","https://petition.parliament.uk/petitions/713991","rejected",6
"We demand a government National Inquiry into the Grooming/Rape Gangs scandal","https://petition.parliament.uk/petitions/714003","rejected",6
"Stop the cross channel immigrants landing.","https://petition.parliament.uk/petitions/714007","rejected",21
"We request a new public Inquiry into mass rape/grooming gangs","https://petition.parliament.uk/petitions/714014","rejected",12
"Raise the personal tax allowance to £13750","https://petition.parliament.uk/petitions/714019","open",55
"Create a compensation scheme for businesses affected by rail strikes","https://petition.parliament.uk/petitions/714020","open",32
"Disqualify current or ex Solicitors, Barristers & Judges from becoming MPs","https://petition.parliament.uk/petitions/714023","open",31
"Review the police response to assaults on mental health nurses","https://petition.parliament.uk/petitions/714028","open",5581
"Full National inquiry into the Child grooming gangs","https://petition.parliament.uk/petitions/714030","rejected",9
"Ask the Government to fund a mental health scheme for the British Army","https://petition.parliament.uk/petitions/714032","rejected",13
"To include hospitality as a key part of a single ministerial portfolio","https://petition.parliament.uk/petitions/714033","rejected",6
"Require hunting hounds to wear muzzles when on a trail or clean boot hunt","https://petition.parliament.uk/petitions/714034","open",33
"Legalize and regulate cannabis for responsible medicinal and recreational use.","https://petition.parliament.uk/petitions/714036","rejected",6
"Make the UK a state of the United States under Donald Trump’s leadership","https://petition.parliament.uk/petitions/714039","rejected",6
"Ensure companies don't make excess profits to bring prices down to a fair amount","https://petition.parliament.uk/petitions/714048","open",54
"Make post separation abuse a stand-alone offence","https://petition.parliament.uk/petitions/714049","rejected",11
"Close the child maintenance payment loophole for parents working abroad","https://petition.parliament.uk/petitions/714054","open",36
"Amend The Animal Welfare Act 2006 To Give Cats Better Protections On Roads","https://petition.parliament.uk/petitions/714057","rejected",7
"Make it mandatory for all disabled bays to be painted yellow","https://petition.parliament.uk/petitions/714068","open",57
"For Government to continue the Listed Places of Worship Grant Scheme (LPWGS).","https://petition.parliament.uk/petitions/714069","rejected",8
"Stop Stubbington study centre from closing","https://petition.parliament.uk/petitions/714092","rejected",21
"Make our railways public: Say no to extortionate prices through privatisation.","https://petition.parliament.uk/petitions/714097","rejected",9
"Make credit companies do more thorough security checks to help stop fraud","https://petition.parliament.uk/petitions/714098","rejected",6
"Allow communities in England and Wales to use beavers for flood management","https://petition.parliament.uk/petitions/714099","rejected",10
"Stop the Chagos Islands deal as it is not in the National Interest","https://petition.parliament.uk/petitions/714102","rejected",6
"Give Wales the same funding per person for the rail network as England","https://petition.parliament.uk/petitions/714108","open",656
"Abolish Vehicle Excise Duty and add the cost to Fuel Duty","https://petition.parliament.uk/petitions/714115","open",29
"We want to make a change to Pocklington School to make rugby not compulsory.","https://petition.parliament.uk/petitions/714116","rejected",6
"Review the legislation relating to asylum and refugees entering the UK","https://petition.parliament.uk/petitions/714121","open",52
"Deport people with dual nationality who are found guilty of raping children","https://petition.parliament.uk/petitions/714124","open",2264
"Scrap Council Tax","https://petition.parliament.uk/petitions/714125","rejected",6
"Fund free British Sign Language Courses for deaf people and their friends/family","https://petition.parliament.uk/petitions/714129","open",94
"Compensate the RHS for £6m charity losses caused by the A3/M25 roadworks","https://petition.parliament.uk/petitions/714133","rejected",6
"Make mortgage lenders consider rent as proof of affordability","https://petition.parliament.uk/petitions/714137","open",54
"Stop funding for interfaith initiatives","https://petition.parliament.uk/petitions/714143","open",20
"Introduce an Education Voucher Scheme for Equity in UK Education","https://petition.parliament.uk/petitions/714144","open",19
"Increase funding for the NHS","https://petition.parliament.uk/petitions/714146","open",40
"Petition His Majesty the King: use Royal prerogative call for a General Election","https://petition.parliament.uk/petitions/714148","rejected",21
"Abolish the TV License","https://petition.parliament.uk/petitions/714165","rejected",6
"Turn Rhos Street Community Primary School (The Old One) into a McDonalds","https://petition.parliament.uk/petitions/714166","rejected",6
"Do not repeal the Legacy Act","https://petition.parliament.uk/petitions/714168","open",39
"Revoke the TV Licence, and force the BBC to become a subscription only service","https://petition.parliament.uk/petitions/714169","rejected",8
"Mandatory special needs training for all staff in schools","https://petition.parliament.uk/petitions/714170","rejected",10
"Do not cancel the local elections in may","https://petition.parliament.uk/petitions/714172","rejected",21
"Decrease the death toll of Gaza by putting sanctions to Israel","https://petition.parliament.uk/petitions/714175","rejected",6
"Hold a referendum on whether to allow devolution plans to go ahead","https://petition.parliament.uk/petitions/714185","rejected",21
"Require magistrates courts to record court hearings so there is a record","https://petition.parliament.uk/petitions/714189","open",48
"Amend the Health and Safety Act to make mental health training mandatory","https://petition.parliament.uk/petitions/714200","open",502
"Ban the sale, ownership and access to smartphones for children 16 and under","https://petition.parliament.uk/petitions/714201","open",310
"Raise the VAT threshold to £125,000","https://petition.parliament.uk/petitions/714203","open",18
"Nationalise all public utilities: water, energy, telecoms, postal and buses","https://petition.parliament.uk/petitions/714210","open",96
"Require daily sports in schools and increase school sports funding","https://petition.parliament.uk/petitions/714217","open",405
"Fund free prescriptions for organ transplant patient's lifelong medication","https://petition.parliament.uk/petitions/714221","open",27
"Raise the luxury car tax list price from £40,000 to £52,000 from April 2025.","https://petition.parliament.uk/petitions/714225","rejected",6
"Promote Greater Public Participation in Global Decisions","https://petition.parliament.uk/petitions/714229","rejected",6
"Enforce robust age checks on UK porn sites to protect children from viewing it","https://petition.parliament.uk/petitions/714231","rejected",10
"Ukraine needs a Petition and it needs the UK government to pass a law","https://petition.parliament.uk/petitions/714237","rejected",7
"Allow parents take children out of school out of half term up to 10days a year","https://petition.parliament.uk/petitions/714239","rejected",7
"Make assaulting a security worker a standalone offence","https://petition.parliament.uk/petitions/714242","open",3194
"Fund more support for armed forces veterans when they leave","https://petition.parliament.uk/petitions/714248","open",864
"Replace proposed generational tobacco ban with new legal age of 21","https://petition.parliament.uk/petitions/714255","rejected",9
"Ensure Local Elections Are Held this year as Scheduled across the country.","https://petition.parliament.uk/petitions/714256","rejected",13
"Require inquests into the death of a child by suicide to be private","https://petition.parliament.uk/petitions/714260","open",1890
"National inquiry referendum","https://petition.parliament.uk/petitions/714262","rejected",9
"Make bullying a specific criminal offence","https://petition.parliament.uk/petitions/714263","open",365
"Increase funding so councils can employ more lollipop people outside schools","https://petition.parliament.uk/petitions/714264","open",25
"Hold a national inquiry into grooming gangs","https://petition.parliament.uk/petitions/714265","rejected",7
"Increase funding, ensure fair pay and prioritise early years education.","https://petition.parliament.uk/petitions/714268","rejected",21
"Make AED’s (Automated External Defibrillator) mandatory in public town centres","https://petition.parliament.uk/petitions/714269","open",35
"Keep the requirement for voter ID when voting and limit postal voting","https://petition.parliament.uk/petitions/714271","open",63
"Stop punishing the poor !","https://petition.parliament.uk/petitions/714280","rejected",7
"Ban or reduce the brightness of vehicle LED lights","https://petition.parliament.uk/petitions/714281","rejected",8
"Get rid of the dog banned breed list. It does not work. Stop blaming the dog!","https://petition.parliament.uk/petitions/714285","rejected",6
"Launch a national inquiry into rape gangs and improve safeguarding measures.","https://petition.parliament.uk/petitions/714290","rejected",9
"Reverse the decision to axe the £4 million Latin Excellence Programme in schools","https://petition.parliament.uk/petitions/714298","open",22
"Launch a National Government Led Public Inquiry into the rape gangs scandal.","https://petition.parliament.uk/petitions/714301","rejected",6
"Referendum on the UK to be neutral on Ukraine and end all bilateral agreements","https://petition.parliament.uk/petitions/714303","open",1791
"Make Mental Health Assistant Practitioners (MHAPs) regulated professionals","https://petition.parliament.uk/petitions/714309","open",29
"We demand a full nationwide public enquiry into pedophile rape gangs.","https://petition.parliament.uk/petitions/714315","rejected",10
"Allow Parliament to remove the London Mayor","https://petition.parliament.uk/petitions/714319","open",342
"Reform the British Spouse Visa System","https://petition.parliament.uk/petitions/714324","open",643
"Require social housing providers to allow XL bullies with exemption certificate","https://petition.parliament.uk/petitions/714335","open",1403
"Fund Child Contact Centre visits for parents","https://petition.parliament.uk/petitions/714347","open",209
"Launch a national enquiry into grooming and rape gangs.","https://petition.parliament.uk/petitions/714348","rejected",8
"Call a public inquiry into the grooming gangs, with full powers to prosecute.","https://petition.parliament.uk/petitions/714353","rejected",7
"Reject the application to delay Kent & Medway's 2025 elections.","https://petition.parliament.uk/petitions/714358","rejected",13
"Demand afull national investigation into child sex abuse and sex gangs in the UK","https://petition.parliament.uk/petitions/714360","rejected",21
"Reform the processes of arranging a funeral / collecting ashes","https://petition.parliament.uk/petitions/714368","open",103
"NHS dental nurses to be entitled to an NHS pension","https://petition.parliament.uk/petitions/714371","open",71
"End the Immigration Health Surcharge for National Insurance payers","https://petition.parliament.uk/petitions/714377","open",34
"Stop doritos from changing to square","https://petition.parliament.uk/petitions/714384","rejected",10
"Funding for Gastric Pacemaker Treatment for Gastroparesis Patients","https://petition.parliament.uk/petitions/714390","open",638
"Have more bins  and use more solar power instead of burning fossil fuels","https://petition.parliament.uk/petitions/714391","rejected",8
"Fund greater police presence in bike theft hotspots","https://petition.parliament.uk/petitions/714392","open",570
"Make machines, which take payment on exit, mandatory for parking operators.","https://petition.parliament.uk/petitions/714398","open",57
"Call for a National Investigation into Grooming Rape Gangs in the UK","https://petition.parliament.uk/petitions/714401","rejected",6
"King Charles III dissolve parliament","https://petition.parliament.uk/petitions/714409","rejected",6
"Apply the same energy efficiency legislation to all property - not just rentals","https://petition.parliament.uk/petitions/714434","open",312
"Expand laws around Intellectual Property Rights to ideas and intelligence.","https://petition.parliament.uk/petitions/714435","rejected",6
"Deport all foreign criminals and revoke citizenship for dual national criminals.","https://petition.parliament.uk/petitions/714436","rejected",7
"Allow democracy to continue by allowing Local Council elections in May 2025","https://petition.parliament.uk/petitions/714440","rejected",15
"Set in place a National Enquiry into grooming gangs in the UK","https://petition.parliament.uk/petitions/714448","rejected",7
"Review regulations imposed on tenants in temporary accommodation","https://petition.parliament.uk/petitions/714450","open",85
"Tax exemption, or increased tax-free allowance for pensioners","https://petition.parliament.uk/petitions/714452","rejected",7
"UK government to look at the current ""justice"" system and prison terms","https://petition.parliament.uk/petitions/714457","rejected",8
"Make it illegal for the media to shame victims of romance fraud","https://petition.parliament.uk/petitions/714460","open",142
"Prevent landlords from profiting from tenants, and extorting tenants","https://petition.parliament.uk/petitions/714466","rejected",10
"Agree not to means test the triple lock on pensions now or into the future","https://petition.parliament.uk/petitions/714467","rejected",6
"Scrap 100 Year Deal With Ukraine And Fund State Of The Art NHS Hospitals Instead","https://petition.parliament.uk/petitions/714468","open",53
"Create an inclusive special envoy for home educating families","https://petition.parliament.uk/petitions/714481","open",265
"Remove the expensive car supplement for secondhand cars","https://petition.parliament.uk/petitions/714484","open",16
"Introduce random alcohol & drug testing within the House of Commons","https://petition.parliament.uk/petitions/714495","open",2343
"Ban balaclavas except for winter activity use","https://petition.parliament.uk/petitions/714497","open",246
"Create English regional assemblies (regional governments)","https://petition.parliament.uk/petitions/714502","open",13
"Require general elections at least every 3 years instead of 5","https://petition.parliament.uk/petitions/714504","open",52
"Install Speed Bumps","https://petition.parliament.uk/petitions/714508","rejected",16
"Require pension providers to contact their customers every 5 years","https://petition.parliament.uk/petitions/714517","open",31
"Review how the legal system and police treat abuse cases","https://petition.parliament.uk/petitions/714518","open",122
"Provide funding for a review of the efficacy of Pineal Gland Surgery ","https://petition.parliament.uk/petitions/714520","open",1601
"Provide funding for a national crime reference number system","https://petition.parliament.uk/petitions/714521","open",16
"Legalise use of cannabis to help country economy","https://petition.parliament.uk/petitions/714524","rejected",8
"Remove the need for people to have gender dysphoria to legally change gender","https://petition.parliament.uk/petitions/714529","rejected",21
"Give parent and child parking spaces the same legal status as a disabled space.","https://petition.parliament.uk/petitions/714534","rejected",21
"Include more sports options for GCSE PE","https://petition.parliament.uk/petitions/714551","open",804
"Review the car insurance industry and car insurance premiums","https://petition.parliament.uk/petitions/714562","open",50
"Introduce minimum age and driving experience for emergency response drivers","https://petition.parliament.uk/petitions/714563","open",17
"Review assessment of and guidelines about ARFID in ASD children","https://petition.parliament.uk/petitions/714572","open",19
"Actively drive a decrease in the amount of ultraprocessed food eaten in UK.","https://petition.parliament.uk/petitions/714576","rejected",12
"Cut the excessive announcements on train journeys.","https://petition.parliament.uk/petitions/714580","rejected",8
"Talk Up Britain","https://petition.parliament.uk/petitions/714587","rejected",16
"The Sperrin Mountains (Northern Ireland) is a national park; preserve & protect.","https://petition.parliament.uk/petitions/714604","rejected",7
"Hold local elections as planned and protect our democratic rights.","https://petition.parliament.uk/petitions/714619","rejected",10
"Mandatory SEND Qualifications for School Staff Supporting SEND Students","https://petition.parliament.uk/petitions/714621","rejected",8
"Shorten the school days in winter.","https://petition.parliament.uk/petitions/714623","open",16
"Stop BMBC raising council tax","https://petition.parliament.uk/petitions/714627","rejected",21
"Make it mandatory for dogs to be chipped issue fines if not","https://petition.parliament.uk/petitions/714638","rejected",6
"Regulate the housing market more strictly","https://petition.parliament.uk/petitions/714639","open",41
"Decrease the speed limit on country roads for the protection of animals","https://petition.parliament.uk/petitions/714644","open",82
"Form a Special task force to irradicate the Grooming Gangs","https://petition.parliament.uk/petitions/714652","rejected",6
"Reduce gluten free prices","https://petition.parliament.uk/petitions/714653","rejected",21
"Give the Chagossians a referendum vote on their sovereignty.","https://petition.parliament.uk/petitions/714656","rejected",9
"Require all social media companies to allow infinite scrolling to be turned off","https://petition.parliament.uk/petitions/714658","open",23
"Regulate & License the Non-Surgical Cosmetic Sector","https://petition.parliament.uk/petitions/714660","open",85
"Raise the age of digital consent from 13 to 16","https://petition.parliament.uk/petitions/714661","open",34
"""Increase Sentences for Child Rapists to Protect Our Children""","https://petition.parliament.uk/petitions/714666","rejected",7
"Legal requirement to test and record blood group at birth for medical records","https://petition.parliament.uk/petitions/714669","open",34
"Review and reform Cafcass to address systemic failings and protect families","https://petition.parliament.uk/petitions/714670","open",192
"Commit to continuing to fund the Employment Support Scheme","https://petition.parliament.uk/petitions/714678","rejected",21
"Stop sending money to Ukraine for the war, it's not our war.","https://petition.parliament.uk/petitions/714682","rejected",13
"Reintroduce capital punishment for heinous crimes.","https://petition.parliament.uk/petitions/714686","rejected",12
"Amend Article 6 of the Human Rights Act to ensure a fair trial for Victims","https://petition.parliament.uk/petitions/714698","open",62
"Remove Permitted Development rights for HMO property up to 6 unrelated persons.","https://petition.parliament.uk/petitions/714723","open",32
"End illegal immigration and return UK back to British","https://petition.parliament.uk/petitions/714725","rejected",6
"Bring back the Death Penalty for murder","https://petition.parliament.uk/petitions/714729","rejected",20
"Require recycling facilities for blister packs in all dispensaries and chemists","https://petition.parliament.uk/petitions/714733","open",306
"Stop the 30m mast in Headless Cross Protect our community & reject 24/01177/TEL","https://petition.parliament.uk/petitions/714736","rejected",21
"Enforce maximum donation limits for individuals and corporations to any party","https://petition.parliament.uk/petitions/714739","rejected",9
"Capital punishment, death penalty in the UK","https://petition.parliament.uk/petitions/714752","rejected",10
"To not tax on tips","https://petition.parliament.uk/petitions/714753","rejected",6
"Give the Chagos Islands to the USA","https://petition.parliament.uk/petitions/714760","open",28
"Do not introduce digital driving licences","https://petition.parliament.uk/petitions/714765","open",665
"Define what an MP’s job is.","https://petition.parliament.uk/petitions/714771","rejected",11
"Stop Excluding Names Starting with Q, U, X, Y, Z: Name a Storm After Them","https://petition.parliament.uk/petitions/714776","rejected",9
"End the UK’s membership of the World Health Organisation","https://petition.parliament.uk/petitions/714790","open",115
"Extend the closing date of the Plug-in Van and Truck Grant beyond 31 March 2025","https://petition.parliament.uk/petitions/714795","open",14
"Debate to bring the death penalty back","https://petition.parliament.uk/petitions/714797","rejected",6
"A Scheduled Monument Enforcement protection Statutory Instrument for Castle Hill","https://petition.parliament.uk/petitions/714802","rejected",21
"Add the subject of post-partum mental illness to the national curriculum","https://petition.parliament.uk/petitions/714804","open",63
"Nationalize all utilities and public services currently owned privately.","https://petition.parliament.uk/petitions/714805","rejected",6
"Hold a referendum on the abolition of Monarchy","https://petition.parliament.uk/petitions/714812","rejected",6
"Ban the Nazi salute, like in Germany, and Austria","https://petition.parliament.uk/petitions/714817","open",102
"Review foreign political donation rule to ensure our democracy is influence free","https://petition.parliament.uk/petitions/714821","rejected",10
"Make it so school toilets cannot be locked ever","https://petition.parliament.uk/petitions/714837","rejected",21
"Bring in an instant prison sentence & name people found in possession of knives","https://petition.parliament.uk/petitions/714839","rejected",10
"Remove Allowances and automatic Pay Rises from MPs.","https://petition.parliament.uk/petitions/714840","rejected",7
"Fund all secondary schools to have metal detectors","https://petition.parliament.uk/petitions/714842","open",57
"Lower speed limits in the uk to secure better safety for horses and riders","https://petition.parliament.uk/petitions/714852","rejected",21
"Increase the minimum sentence for the possession and use of a knife","https://petition.parliament.uk/petitions/714854","open",69
"Ban Greyhound racing within the UK","https://petition.parliament.uk/petitions/714855","rejected",7
"Fund airport-style security for all schools to screen students for drugs","https://petition.parliament.uk/petitions/714857","open",18
"Make parking free for students on university campus.","https://petition.parliament.uk/petitions/714861","rejected",13
"Require all household knives to have blunt ends","https://petition.parliament.uk/petitions/714865","open",27
"Ban MPs from using mobile phones whilst in the chamber of the House of Commons.","https://petition.parliament.uk/petitions/714880","rejected",10
"Petition for Home Office to Add Residence number /  to Evisa","https://petition.parliament.uk/petitions/714882","open",17
"We want to start a recall petition all labour MP'S","https://petition.parliament.uk/petitions/714883","rejected",6
"Total ban of the online sales of knives.","https://petition.parliament.uk/petitions/714885","rejected",6
"Ban the sale of knives, crossbows and other weapons online","https://petition.parliament.uk/petitions/714887","open",162
"Set up First Time Buyer Scheme in N.I. that matches the one offered in England","https://petition.parliament.uk/petitions/714889","rejected",6
"social workers can be held accountable in court for gross misconduct","https://petition.parliament.uk/petitions/714893","rejected",7
"Introduce national service for 16-year-olds who have serious criminal records","https://petition.parliament.uk/petitions/714896","open",62
"Bring back the death penalty for child killers/groomers","https://petition.parliament.uk/petitions/714900","rejected",6
"Reinstatement of the Death Penalty for Terrorist murderers in the UK","https://petition.parliament.uk/petitions/714901","rejected",13
"Distinguish pets from other types of property in civil and family proceedings","https://petition.parliament.uk/petitions/714902","open",4353
"Petition To Scrap Breed Specific Legislation (BSL) In The UK","https://petition.parliament.uk/petitions/714907","rejected",21
"Change the education system for children on the spectrum","https://petition.parliament.uk/petitions/714910","rejected",11
"Rename the Gulf of Mexico to Gulf of Cuba","https://petition.parliament.uk/petitions/714912","rejected",7
"Grant free British citizenship to Europeans with settled status","https://petition.parliament.uk/petitions/714914","open",162
"Review how NS&I contact Premium Bond prize winners","https://petition.parliament.uk/petitions/714919","open",211
"Change cold weather payments so it's a daily payment","https://petition.parliament.uk/petitions/714920","open",20
"Fund school dentists for every school","https://petition.parliament.uk/petitions/714925","open",60
"Stop airport expansion: halt all airport expansion plans across the UK","https://petition.parliament.uk/petitions/714927","open",4786
"Ban the sales of dangerous knives to all age groups","https://petition.parliament.uk/petitions/714940","rejected",13
"Fair Business Parking Permit costs for small businesses in the Baltic Triangle","https://petition.parliament.uk/petitions/714953","rejected",21
"Reform a new government allowing the people a general election","https://petition.parliament.uk/petitions/714954","rejected",12
"Require all businesses to have environmental sustainability plans by 2030","https://petition.parliament.uk/petitions/714961","open",29
"Cap financial donations to our politicians; end loopholes from foreign sources.","https://petition.parliament.uk/petitions/714966","rejected",9
"Name people under 18 who are found guilty of murder","https://petition.parliament.uk/petitions/714967","open",57
"Change the legal age that a child should be rear facing till.","https://petition.parliament.uk/petitions/714969","rejected",21
"Change Free Childcare eligibility to parents combined income","https://petition.parliament.uk/petitions/714981","rejected",10
"Labour Party Leadership Challenge","https://petition.parliament.uk/petitions/714986","rejected",6
"Stop bookmakers from banning or restricting customers","https://petition.parliament.uk/petitions/714988","open",238
"Fund improvements for young people with SEND who visit GP surgeries","https://petition.parliament.uk/petitions/714990","open",109
"Petition UK airports to install and upgrade smoking areas","https://petition.parliament.uk/petitions/714992","rejected",6
"Introduce military service sentences for carrying a bladed weapon","https://petition.parliament.uk/petitions/714998","open",36
"Implement a ‘Statutory Dependents Pay’ for being off with your sick child","https://petition.parliament.uk/petitions/715000","open",163
"Make ""ghost jobs"" illegal","https://petition.parliament.uk/petitions/715006","open",199
"Bring back the death penalty","https://petition.parliament.uk/petitions/715027","rejected",13
" Increase funding to combat violence against women and girls in the UK & abroad","https://petition.parliament.uk/petitions/715036","open",42
"Stop all non-British citizens from voting in elections","https://petition.parliament.uk/petitions/715041","open",263
"Hold parents legally accountable for their children’s actions","https://petition.parliament.uk/petitions/715047","open",56
"Provide funding for schools to hire a security guard to protect our children","https://petition.parliament.uk/petitions/715050","open",23
"Bring GP surgery staff on agenda for change grades or another standardised pay.","https://petition.parliament.uk/petitions/715052","rejected",6
"Bring back capital punishment","https://petition.parliament.uk/petitions/715054","rejected",6
"The Government to hold a referendum to bring back capital punishment for murder","https://petition.parliament.uk/petitions/715055","rejected",6
"More direct communication between the NHS and the Government & Parliament","https://petition.parliament.uk/petitions/715059","open",109
"Ban adoption when birth parents are alive","https://petition.parliament.uk/petitions/715062","open",13
"Stop processed foods being in school meals.","https://petition.parliament.uk/petitions/715065","rejected",7
"Bring back the death penalty for child killers and murders","https://petition.parliament.uk/petitions/715067","rejected",7
